Date,Price,Open,High,Low,Amount,Return
2020/11/14,"16,071.00","16,323.10","16,328.20","15,717.70",83.64,-0.01550000 
2020/11/15,"15,953.00","16,074.70","16,158.10","15,782.30",58.43,-0.00730000 
2020/11/16,"16,715.80","15,954.10","16,880.70","15,870.70",118.09,0.04780000 
2020/11/17,"17,662.30","16,715.80","17,845.40","16,562.00",175.87,0.05660000 
2020/11/18,"17,774.60","17,662.30","18,466.10","17,258.90",233.43,0.00640000 
2020/11/19,"17,803.50","17,775.10","18,166.00","17,380.10",135.94,0.00160000 
2020/11/20,"18,675.20","17,805.50","18,811.00","17,758.40",134.42,0.04900000 
2020/11/21,"18,687.20","18,673.80","18,966.00","18,397.50",108.91,0.00060000 
2020/11/22,"18,412.90","18,689.30","18,751.50","17,644.60",121.76,-0.01470000 
2020/11/23,"18,379.60","18,428.10","18,756.80","18,016.00",127.35,-0.00180000 
2020/11/24,"19,152.60","18,394.60","19,416.60","18,074.80",180.79,0.04210000 
2020/11/25,"18,723.00","19,151.50","19,486.70","18,527.70",146.12,-0.02240000 
2020/11/26,"17,162.00","18,721.90","18,894.90","16,235.20",312.07,-0.08340000 
2020/11/27,"17,127.10","17,160.90","17,450.30","16,481.60",138.8,-0.00200000 
2020/11/28,"17,730.70","17,142.60","17,874.40","16,874.40",95.2,0.03520000 
2020/11/29,"18,185.50","17,729.70","18,336.30","17,530.40",79.12,0.02570000 
2020/11/30,"19,698.10","18,186.00","19,831.20","18,186.00",185.59,0.08320000 
2020/12/1,"18,770.70","19,697.80","19,897.40","18,257.00",208.72,-0.04710000 
2020/12/2,"19,218.80","18,767.90","19,335.50","18,346.70",91.92,0.02390000 
2020/12/3,"19,433.30","19,219.80","19,596.60","18,883.70",99.97,0.01120000 
2020/12/4,"18,658.10","19,431.10","19,529.50","18,610.80",110.63,-0.03990000 
2020/12/5,"19,146.50","18,657.50","19,172.70","18,507.10",59.44,0.02620000 
2020/12/6,"19,379.90","19,146.00","19,417.10","18,873.00",54.56,0.01220000 
2020/12/7,"19,170.70","19,368.40","19,424.60","18,908.80",61.98,-0.01080000 
2020/12/8,"18,326.60","19,170.80","19,288.60","18,229.20",101.41,-0.04400000 
2020/12/9,"18,546.00","18,322.40","18,637.90","17,658.80",129.72,0.01200000 
2020/12/10,"18,247.20","18,546.10","18,551.80","17,926.80",85.31,-0.01610000 
2020/12/11,"18,023.60","18,250.50","18,288.30","17,600.10",111.53,-0.01230000 
2020/12/12,"18,808.90","18,026.70","18,936.20","18,025.10",71.37,0.04360000 
2020/12/13,"19,176.80","18,808.10","19,403.60","18,716.80",82.45,0.01960000 
2020/12/14,"19,273.80","19,176.40","19,346.50","19,007.00",67.11,0.00510000 
2020/12/15,"19,434.90","19,273.90","19,556.30","19,076.20",98.39,0.00840000 
2020/12/16,"21,352.20","19,434.70","21,525.30","19,299.70",199.81,0.09870000 
2020/12/17,"22,825.40","21,352.30","23,738.00","21,243.10",310.74,0.06900000 
2020/12/18,"23,127.90","22,823.30","23,272.80","22,361.50",131.8,0.01330000 
2020/12/19,"23,844.00","23,127.60","24,107.10","22,797.00",133.88,0.03100000 
2020/12/20,"23,474.90","23,843.60","24,280.90","23,098.90",114.09,-0.01550000 
2020/12/21,"22,728.50","23,474.10","24,101.90","22,015.50",154.69,-0.03180000 
2020/12/22,"23,823.20","22,730.40","23,825.40","22,388.60",130.75,0.04820000 
2020/12/23,"23,257.90","23,820.80","24,063.70","22,694.70",178.47,-0.02370000 
2020/12/24,"23,736.50","23,253.20","23,783.70","22,737.30",104.59,0.02060000 
2020/12/25,"24,689.60","23,728.70","24,778.90","23,445.30",2.4,0.04020000 
2020/12/26,"26,454.40","24,714.70","26,826.00","24,515.10",155.77,0.07150000 
2020/12/27,"26,261.30","26,460.30","28,360.30","25,858.20",231.23,-0.00730000 
2020/12/28,"27,057.80","26,259.20","27,444.90","26,144.30",126.98,0.03030000 
2020/12/29,"27,376.00","27,065.30","27,390.70","25,902.80",119.57,0.01180000 
2020/12/30,"28,868.70","27,374.50","28,979.30","27,374.50",159.82,0.05450000 
2020/12/31,"28,949.40","28,866.80","29,298.80","28,025.00",136.69,0.00280000 
2021/1/1,"29,359.90","28,951.70","29,627.10","28,712.40",100.9,0.01420000 
2021/1/2,"32,193.30","29,359.70","33,233.50","29,008.00",240.87,0.09650000 
2021/1/3,"32,958.90","32,192.90","34,755.90","32,029.60",155.21,0.02380000 
2021/1/4,"32,022.60","33,016.60","33,587.50","28,204.50",255.27,-0.02840000 
2021/1/5,"33,991.50","32,015.40","34,414.70","30,010.50",202.13,0.06150000 
2021/1/6,"36,793.20","33,999.30","36,934.80","33,408.30",227.56,0.08240000 
2021/1/7,"39,460.20","36,798.50","40,340.90","36,361.20",249.6,0.07250000 
2021/1/8,"40,599.30","39,466.40","41,921.70","36,613.40",251.29,0.02890000 
2021/1/9,"40,151.90","40,607.20","41,363.50","38,775.10",128.42,-0.01100000 
2021/1/10,"38,192.20","40,149.70","41,362.40","35,141.60",215.78,-0.04880000 
2021/1/11,"35,544.30","38,195.30","38,217.20","30,411.60",251.04,-0.06930000 
2021/1/12,"34,076.10","35,426.00","36,598.70","32,572.70",241.93,-0.04130000 
2021/1/13,"37,382.20","34,061.20","37,764.60","32,451.90",209.93,0.09700000 
2021/1/14,"39,175.70","37,383.40","40,054.30","36,772.10",172.4,0.04800000 
2021/1/15,"36,845.80","39,175.70","39,715.00","34,488.70",118.42,-0.05950000 
2021/1/16,"36,019.50","36,751.80","37,931.70","35,408.40",137.02,-0.02240000 
2021/1/17,"35,839.60","36,020.10","36,801.30","33,883.50",126.82,-0.00500000 
2021/1/18,"36,613.20","35,838.20","37,436.80","34,801.00",111.52,0.02160000 
2021/1/19,"36,002.90","36,630.60","37,821.00","36,001.40",79.11,-0.01670000 
2021/1/20,"35,476.30","35,862.10","36,384.40","33,444.50",153.61,-0.01460000 
2021/1/21,"30,842.10","35,472.30","35,591.10","30,101.80",253.27,-0.13060000 
2021/1/22,"33,000.50","30,838.70","33,821.20","28,871.20",243.09,0.07000000 
2021/1/23,"32,088.90","32,994.10","33,441.40","31,418.20",100.7,-0.02760000 
2021/1/24,"32,241.30","32,088.50","33,034.80","30,982.90",88.21,0.00470000 
2021/1/25,"32,252.30","32,244.30","34,854.30","31,967.40",142.43,0.00030000 
2021/1/26,"32,502.10","32,244.10","32,917.70","30,850.00",139.84,0.00770000 
2021/1/27,"30,404.00","32,499.60","32,545.40","29,290.40",194.35,-0.06460000 
2021/1/28,"33,374.80","30,408.90","33,790.80","29,911.90",167.39,0.09770000 
2021/1/29,"34,301.80","33,381.70","38,546.00","31,953.30",297.73,0.02780000 
2021/1/30,"34,283.10","34,300.00","34,920.90","32,908.50",128.57,-0.00050000 
2021/1/31,"33,108.10","34,281.60","34,348.30","32,189.90",101.92,-0.03430000 
2021/2/1,"33,515.70","33,106.80","34,685.60","32,324.90",126.32,0.01230000 
2021/2/2,"35,485.20","33,514.00","35,976.10","33,462.40",120.85,0.05880000 
2021/2/3,"37,646.80","35,486.90","37,646.80","35,401.50",131.03,0.06090000 
2021/2/4,"36,982.10","37,648.90","38,707.90","36,380.80",151.44,-0.01770000 
2021/2/5,"38,297.60","36,976.40","38,303.60","36,640.00",100.6,0.03560000 
2021/2/6,"39,256.60","38,300.60","40,939.70","38,275.30",156.02,0.02500000 
2021/2/7,"38,852.90","39,228.90","39,691.70","37,381.60",125.37,-0.01030000 
2021/2/8,"46,395.70","38,853.60","46,596.40","38,057.00",248.47,0.19410000 
2021/2/9,"46,508.60","46,396.40","48,143.50","45,104.70",193.87,0.00240000 
2021/2/10,"44,836.00","46,507.80","47,295.30","43,800.50",151.83,-0.03600000 
2021/2/11,"47,990.70","44,834.80","48,622.10","44,041.10",145.77,0.07040000 
2021/2/12,"47,371.70","47,995.00","48,927.40","46,218.60",133.73,-0.01290000 
2021/2/13,"47,168.70","47,373.10","48,097.30","46,270.50",89.42,-0.00430000 
2021/2/14,"48,643.40","47,172.10","49,695.10","47,051.90",106.5,0.03130000 
2021/2/15,"47,936.30","48,611.10","48,936.50","45,786.10",123.18,-0.01450000 
2021/2/16,"49,169.70","47,934.20","50,515.80","47,044.40",141.37,0.02570000 
2021/2/17,"52,079.20","49,161.30","52,577.70","49,018.10",140.03,0.05920000 
2021/2/18,"51,582.20","52,094.50","52,524.00","50,941.60",94.35,-0.00950000 
2021/2/19,"55,906.60","51,590.10","56,238.50","50,816.80",139.43,0.08380000 
2021/2/20,"55,923.70","55,922.00","57,523.80","54,124.10",127.85,0.00030000 
2021/2/21,"57,433.80","55,907.60","58,335.10","55,502.70",87.26,0.02700000 
2021/2/22,"54,111.80","57,437.60","57,480.80","48,353.80",244.95,-0.05780000 
2021/2/23,"48,911.20","54,114.10","54,115.00","45,093.80",315.07,-0.09610000 
2021/2/24,"49,697.50","48,911.10","51,311.80","47,031.70",153.75,0.01610000 
2021/2/25,"46,928.50","49,695.90","52,013.80","46,773.70",83.22,-0.05570000 
2021/2/26,"46,345.60","46,928.50","48,413.90","44,248.20",189.41,-0.01240000 
2021/2/27,"46,136.70","46,333.10","48,335.10","45,059.40",98.75,-0.00450000 
2021/2/28,"45,164.00","46,136.00","46,582.00","43,100.60",135.08,-0.02110000 
2021/3/1,"49,595.50","45,160.50","49,774.00","45,008.80",137.52,0.09810000 
2021/3/2,"48,424.20","49,595.60","50,191.90","47,100.60",102.1,-0.02360000 
2021/3/3,"50,395.10","48,422.20","52,567.90","48,159.20",44.93,0.04070000 
2021/3/4,"48,428.00","50,388.00","51,757.70","47,521.80",9.56,-0.03900000 
2021/3/5,"48,792.50","48,363.60","49,429.40","46,370.10",113.64,0.00750000 
2021/3/6,"48,855.60","48,798.70","49,191.80","47,132.80",66.66,0.00130000 
2021/3/7,"50,982.30","48,899.00","51,434.10","48,890.60",82.91,0.04350000 
2021/3/8,"52,311.00","50,988.90","52,384.90","49,338.10",68.14,0.02610000 
2021/3/9,"54,879.00","52,352.40","54,880.60","51,941.30",114.06,0.04910000 
2021/3/10,"55,851.90","54,882.70","57,328.70","53,073.60",140.96,0.01770000 
2021/3/11,"57,799.50","55,851.20","58,135.00","54,351.80",129.63,0.03490000 
2021/3/12,"57,265.10","57,806.20","58,052.30","55,134.50",116.96,-0.00920000 
2021/3/13,"61,195.30","57,267.40","61,795.80","56,118.80",134.64,0.06860000 
2021/3/14,"59,113.70","61,192.70","61,673.70","59,113.70",80.29,-0.03400000 
2021/3/15,"55,791.30","59,117.40","60,565.90","55,088.80",117.71,-0.05620000 
2021/3/16,"56,889.70","55,619.50","56,889.70","53,342.60",128.51,0.01970000 
2021/3/17,"58,913.50","56,892.90","58,933.20","54,253.20",118.26,0.03560000 
2021/3/18,"57,656.00","58,911.80","60,088.00","57,099.60",102.62,-0.02130000 
2021/3/19,"58,088.00","57,645.00","59,448.30","56,305.10",83.98,0.00750000 
2021/3/20,"58,093.40","58,084.10","59,882.10","57,863.00",67.83,0.00010000 
2021/3/21,"57,383.80","58,097.40","58,583.80","55,583.30",77.47,-0.01220000 
2021/3/22,"54,158.30","57,379.30","58,379.90","53,784.20",95.53,-0.05620000 
2021/3/23,"54,452.50","54,117.50","55,813.80","52,992.30",84.84,0.00540000 
2021/3/24,"52,325.40","54,309.10","57,169.40","51,725.40",137.91,-0.03910000 
2021/3/25,"51,322.30","52,330.00","53,175.40","50,441.30",143.35,-0.01920000 
2021/3/26,"55,036.10","51,317.40","55,074.10","51,302.00",100.3,0.07240000 
2021/3/27,"55,862.90","55,033.80","56,531.10","54,010.20",73.87,0.01500000 
2021/3/28,"55,765.20","55,856.90","56,504.20","54,711.30",58.71,-0.00170000 
2021/3/29,"57,616.20","55,764.70","58,392.60","54,951.10",107.91,0.03320000 
2021/3/30,"58,771.30","57,614.60","59,366.90","57,077.10",86.21,0.02000000 
2021/3/31,"58,763.70","58,771.40","59,795.60","56,991.60",98.06,-0.00010000 
2021/4/1,"58,718.30","58,763.20","59,406.50","58,040.70",69.04,-0.00080000 
2021/4/2,"58,977.30","58,718.20","60,134.90","58,466.50",72.37,0.00440000 
2021/4/3,"57,059.90","58,976.80","59,770.50","56,906.70",68.74,-0.03250000 
2021/4/4,"58,199.90","57,059.70","58,464.80","56,470.60",57.21,0.02000000 
2021/4/5,"58,993.40","58,202.30","59,205.10","56,842.70",54.13,0.01360000 
2021/4/6,"57,996.30","59,169.00","59,487.00","57,403.30",77.15,-0.01690000 
2021/4/7,"55,948.70","57,996.30","58,627.70","55,489.30",110.69,-0.03530000 
2021/4/8,"58,077.40","55,948.00","58,136.70","55,721.60",64.78,0.03800000 
2021/4/9,"58,118.70","58,076.80","58,890.90","57,686.00",59.22,0.00070000 
2021/4/10,"59,748.40","58,127.40","61,229.00","57,900.00",103.72,0.02800000 
2021/4/11,"59,978.70","59,772.40","60,667.10","59,250.30",58.2,0.00390000 
2021/4/12,"59,863.80","59,982.10","61,259.90","59,569.20",81.88,-0.00190000 
2021/4/13,"63,540.90","59,863.60","63,659.00","59,839.40",126.56,0.06140000 
2021/4/14,"62,980.40","63,544.20","64,778.00","61,366.30",130.43,-0.00880000 
2021/4/15,"63,216.00","62,978.60","63,729.10","62,067.50",76.97,0.00370000 
2021/4/16,"61,379.70","63,211.60","63,518.50","60,027.30",136.85,-0.02900000 
2021/4/17,"60,041.90","61,358.30","62,509.10","59,672.10",84.08,-0.02180000 
2021/4/18,"56,207.10","60,043.20","60,362.10","51,817.60",216.81,-0.06390000 
2021/4/19,"55,646.10","56,208.10","57,517.00","54,272.30",117.51,-0.01000000 
2021/4/20,"56,483.20","55,645.10","57,054.90","53,422.50",115.49,0.01500000 
2021/4/21,"53,820.20","56,479.50","56,764.40","53,657.60",100.26,-0.04710000 
2021/4/22,"51,729.50","53,821.30","55,408.40","50,590.90",168.13,-0.03880000 
2021/4/23,"51,143.60","51,707.10","52,099.90","47,659.40",214.46,-0.01130000 
2021/4/24,"50,088.90","51,140.80","51,183.00","48,775.20",82.25,-0.02060000 
2021/4/25,"48,963.60","50,088.20","50,532.40","47,098.50",59.2,-0.02250000 
2021/4/26,"54,020.50","48,963.50","54,320.90","48,815.90",129.76,0.10330000 
2021/4/27,"55,036.50","54,011.10","55,427.80","53,345.00",84.08,0.01880000 
2021/4/28,"54,841.40","55,036.00","56,419.90","53,876.40",86.96,-0.00350000 
2021/4/29,"53,560.80","54,838.60","55,173.70","52,400.00",83.9,-0.02340000 
2021/4/30,"57,720.30","53,562.30","57,925.60","53,088.70",103.74,0.07770000 
2021/5/1,"57,807.10","57,719.10","58,449.40","57,029.50",63.41,0.00150000 
2021/5/2,"56,603.80","57,807.20","57,868.40","56,110.50",53.61,-0.02080000 
2021/5/3,"57,169.80","56,605.80","58,925.10","56,562.40",89.24,0.01000000 
2021/5/4,"53,741.50","57,170.60","57,201.30","53,741.50",132.33,-0.06000000 
2021/5/5,"57,441.30","53,872.50","57,936.40","53,872.50",119.82,0.06880000 
2021/5/6,"56,405.40","57,441.00","58,364.90","55,294.50",109.02,-0.01800000 
2021/5/7,"57,337.20","56,411.40","58,639.30","55,300.10",110.01,0.01650000 
2021/5/8,"58,840.10","57,330.30","59,471.10","56,972.20",101.27,0.02620000 
2021/5/9,"58,238.30","58,840.60","59,227.00","56,414.40",103.59,-0.01020000 
2021/5/10,"55,848.90","58,251.20","59,523.90","53,678.30",142.61,-0.04100000 
2021/5/11,"56,695.70","55,846.10","56,871.10","54,550.40",96.47,0.01520000 
2021/5/12,"49,384.20","56,694.50","57,938.50","49,187.00",160.74,-0.12900000 
2021/5/13,"49,704.60","49,398.20","51,337.30","46,331.10",236.71,0.00650000 
2021/5/14,"49,839.80","49,704.90","51,459.20","48,874.00",118.84,0.00270000 
2021/5/15,"46,708.80","49,839.10","50,640.90","46,650.20",131.91,-0.06280000 
2021/5/16,"46,426.40","46,729.30","49,764.30","43,920.80",180.07,-0.00600000 
2021/5/17,"43,541.30","46,424.20","46,545.40","42,201.50",274.76,-0.06210000 
2021/5/18,"42,897.30","43,538.50","45,770.90","42,293.90",154.96,-0.01480000 
2021/5/19,"36,720.50","42,898.30","43,516.60","30,261.70",607.1,-0.14400000 
2021/5/20,"40,717.20","36,706.80","42,425.90","35,010.40",269.75,0.10880000 
2021/5/21,"37,297.40","40,611.20","42,108.30","33,592.30",315.5,-0.08400000 
2021/5/22,"37,448.30","37,291.00","38,776.00","35,314.90",185.83,0.00400000 
2021/5/23,"34,679.70","37,446.80","38,248.70","31,192.40",325.73,-0.07390000 
2021/5/24,"38,750.60","34,720.30","39,851.70","34,474.60",244.88,0.11740000 
2021/5/25,"38,378.30","38,753.60","39,740.80","36,540.70",163.01,-0.00960000 
2021/5/26,"39,249.20","38,375.70","40,750.00","37,847.00",153.8,0.02270000 
2021/5/27,"38,417.30","39,249.00","40,322.20","37,190.80",122.93,-0.02120000 
2021/5/28,"35,662.50","38,543.20","38,844.10","34,772.40",199.58,-0.07170000 
2021/5/29,"34,584.60","35,664.50","37,227.10","33,664.20",160.43,-0.03020000 
2021/5/30,"35,652.80","34,589.30","36,388.60","33,441.00",104.18,0.03090000 
2021/5/31,"37,298.60","35,644.00","37,480.70","34,213.20",131.7,0.04620000 
2021/6/1,"36,687.60","37,294.30","37,850.30","35,742.70",113.48,-0.01640000 
2021/6/2,"37,555.80","36,687.70","38,199.90","35,981.10",96.89,0.02370000 
2021/6/3,"39,187.30","37,555.70","39,462.30","37,193.60",106.44,0.04340000 
2021/6/4,"36,851.30","39,191.40","39,255.40","35,659.90",127.71,-0.05960000 
2021/6/5,"35,520.00","36,841.20","37,887.60","34,832.00",101.48,-0.03610000 
2021/6/6,"35,815.40","35,518.70","36,434.00","35,265.30",62.2,0.00830000 
2021/6/7,"33,578.00","35,815.40","36,754.60","33,410.10",119.5,-0.06250000 
2021/6/8,"33,382.90","33,574.60","34,047.80","31,158.10",193.54,-0.00580000 
2021/6/9,"37,332.20","33,385.50","37,517.60","32,428.60",209.82,0.11830000 
2021/6/10,"36,649.40","37,375.20","38,340.80","35,824.00",154.32,-0.01830000 
2021/6/11,"37,314.60","36,654.30","37,641.10","36,003.30",109.15,0.01810000 
2021/6/12,"35,467.50","37,334.40","37,437.30","34,703.30",87.73,-0.04950000 
2021/6/13,"39,022.90","35,467.50","39,321.60","34,827.00",123.32,0.10020000 
2021/6/14,"40,529.40","39,024.10","40,970.40","38,769.90",157.35,0.03860000 
2021/6/15,"40,156.10","40,522.50","41,318.00","39,589.90",117.55,-0.00920000 
2021/6/16,"38,336.00","40,148.10","40,494.40","38,156.40",123.52,-0.04530000 
2021/6/17,"38,052.00","38,337.80","39,529.90","37,425.30",109.58,-0.00740000 
2021/6/18,"35,749.40","38,045.50","38,166.00","35,198.50",102.84,-0.06050000 
2021/6/19,"35,513.40","35,770.00","36,357.30","34,845.50",105.46,-0.00660000 
2021/6/20,"35,595.80","35,510.90","36,097.90","33,378.00",137.48,0.00230000 
2021/6/21,"31,692.00","35,597.90","35,708.40","31,284.10",256.87,-0.10970000 
2021/6/22,"32,496.40","31,682.70","33,272.50","28,901.80",309.65,0.02540000 
2021/6/23,"33,674.30","32,498.30","34,784.30","31,736.50",173.34,0.03620000 
2021/6/24,"34,665.80","33,678.10","35,249.90","32,356.70",119.25,0.02940000 
2021/6/25,"31,594.00","34,660.50","35,490.90","31,337.90",193.43,-0.08860000 
2021/6/26,"32,243.40","31,592.10","32,643.00","30,206.90",156.67,0.02060000 
2021/6/27,"34,678.50","32,247.10","34,685.50","32,041.70",148.8,0.07550000 
2021/6/28,"34,475.90","34,682.20","35,231.20","33,944.90",112,-0.00580000 
2021/6/29,"35,834.70","34,477.30","36,590.30","34,247.60",97.27,0.03940000 
2021/6/30,"35,026.90","35,832.60","36,089.50","34,126.60",107.07,-0.02250000 
2021/7/1,"33,543.60","35,030.70","35,032.70","32,839.20",27.41,-0.04230000 
2021/7/2,"33,813.40","33,542.20","33,925.90","32,734.60",78.93,0.00800000 
2021/7/3,"34,742.80","33,814.20","34,909.80","33,363.30",55.69,0.02750000 
2021/7/4,"35,298.20","34,742.80","35,957.60","34,740.10",56.13,0.01600000 
2021/7/5,"33,687.80","35,297.00","35,300.50","33,164.10",88.36,-0.04560000 
2021/7/6,"34,225.60","33,688.50","35,062.00","33,581.70",83.63,0.01600000 
2021/7/7,"33,867.80","34,228.70","35,036.60","33,801.30",72.03,-0.01050000 
2021/7/8,"32,866.30","33,859.40","33,923.20","32,146.90",108.09,-0.02960000 
2021/7/9,"33,797.40","32,866.30","34,079.20","32,367.00",67.14,0.02830000 
2021/7/10,"33,510.60","33,797.70","34,221.00","33,056.80",50.94,-0.00850000 
2021/7/11,"34,227.70","33,510.80","34,580.60","33,319.80",35.72,0.02140000 
2021/7/12,"33,113.00","34,228.30","34,598.00","32,662.80",63.24,-0.03260000 
2021/7/13,"32,728.10","33,106.10","33,307.70","32,259.50",60.04,-0.01160000 
2021/7/14,"32,820.70","32,727.80","33,051.90","31,611.20",69.56,0.00280000 
2021/7/15,"31,840.50","32,820.50","33,157.00","31,175.80",76.95,-0.02990000 
2021/7/16,"31,394.00","31,842.30","32,239.80","31,062.20",70.48,-0.01400000 
2021/7/17,"31,518.60","31,384.40","31,914.80","31,207.80",58.06,0.00400000 
2021/7/18,"31,785.40","31,517.90","32,408.20","31,220.60",57.01,0.00850000 
2021/7/19,"30,837.20","31,782.90","31,887.00","30,478.20",77.48,-0.02980000 
2021/7/20,"29,793.80","30,835.40","31,040.80","29,310.20",97.46,-0.03380000 
2021/7/21,"32,131.40","29,794.70","32,794.60","29,519.30",118.34,0.07850000 
2021/7/22,"32,298.90","32,131.70","32,585.40","31,729.40",64.87,0.00520000 
2021/7/23,"33,603.30","32,297.90","33,605.60","32,041.10",66.15,0.04040000 
2021/7/24,"33,824.80","33,600.50","33,955.00","33,412.90",67.14,0.00660000 
2021/7/25,"35,391.10","34,392.50","35,391.10","33,881.30",65.1,0.04630000 
2021/7/26,"37,276.60","35,392.30","40,522.90","35,236.70",177.63,0.05330000 
2021/7/27,"39,452.00","37,294.30","39,455.90","36,427.40",100.24,0.05840000 
2021/7/28,"40,003.20","39,450.40","40,862.20","38,883.80",148.92,0.01400000 
2021/7/29,"40,001.40","40,009.00","40,630.70","39,340.80",75.3,0.00000000 
2021/7/30,"42,203.40","40,001.10","42,264.40","38,358.40",98.45,0.05500000 
2021/7/31,"41,553.70","42,201.40","42,285.30","41,066.40",44.65,-0.01540000 
2021/8/1,"39,878.30","41,510.00","42,565.00","39,556.50",80.33,-0.04030000 
2021/8/2,"39,168.40","39,869.80","40,449.00","38,692.50",74.81,-0.01780000 
2021/8/3,"38,130.30","39,167.40","39,766.60","37,688.20",0.26,-0.02650000 
2021/8/4,"39,736.90","38,188.40","39,956.50","37,556.00",79.22,0.04210000 
2021/8/5,"40,867.20","39,734.40","41,366.30","37,365.40",130.6,0.02840000 
2021/8/6,"42,795.40","40,868.40","43,253.40","39,905.40",111.93,0.04720000 
2021/8/7,"44,614.20","42,784.70","44,697.30","42,611.00",112.84,0.04250000 
2021/8/8,"43,792.80","44,584.90","45,284.10","43,314.40",105.25,-0.01840000 
2021/8/9,"46,284.30","43,794.90","46,460.70","42,824.10",117.08,0.05690000 
2021/8/10,"45,593.80","46,281.80","46,663.40","44,681.20",80.55,-0.01490000 
2021/8/11,"45,564.30","45,593.20","46,736.50","45,367.90",75.43,-0.00060000 
2021/8/12,"44,403.40","45,562.30","46,213.80","43,814.70",81.07,-0.02550000 
2021/8/13,"47,809.10","44,404.00","47,836.00","44,242.40",75.27,0.07670000 
2021/8/14,"47,081.50","47,809.60","48,090.90","46,117.20",64.29,-0.01520000 
2021/8/15,"46,991.30","47,082.60","47,344.10","45,564.10",58.11,-0.00190000 
2021/8/16,"45,996.30","46,991.60","48,002.40","45,672.10",2.41,-0.02120000 
2021/8/17,"44,691.60","45,907.50","47,140.60","44,441.30",84.14,-0.02840000 
2021/8/18,"44,723.80","44,691.10","46,004.90","44,230.00",22.36,0.00070000 
2021/8/19,"46,755.90","44,725.90","47,012.30","43,986.70",77.92,0.04540000 
2021/8/20,"49,324.00","46,756.70","49,343.30","46,646.80",83.19,0.05490000 
2021/8/21,"48,875.80","49,330.00","49,719.10","48,293.50",18.2,-0.00910000 
2021/8/22,"49,254.50","48,870.40","49,480.30","48,151.00",49.32,0.00770000 
2021/8/23,"49,539.70","49,255.40","50,498.80","49,038.60",75.37,0.00580000 
2021/8/24,"47,714.70","49,532.50","49,847.40","47,623.60",74.26,-0.03680000 
2021/8/25,"48,994.50","47,707.40","49,230.20","47,163.30",63.54,0.02680000 
2021/8/26,"46,831.60","48,994.40","49,347.80","46,360.40",73.79,-0.04410000 
2021/8/27,"49,064.30","46,830.20","49,142.00","46,371.50",62.47,0.04770000 
2021/8/28,"48,897.10","49,062.80","49,289.40","48,428.50",36.73,-0.00340000 
2021/8/29,"48,777.40","48,899.70","49,621.70","47,870.10",47.62,-0.00240000 
2021/8/30,"46,992.70","48,777.10","48,886.00","46,876.90",61.68,-0.03660000 
2021/8/31,"47,130.40","46,989.10","48,217.00","46,709.30",71.48,0.00290000 
2021/9/1,"48,819.40","47,129.20","49,121.00","46,533.10",74.38,0.03580000 
2021/9/2,"49,274.30","48,817.80","50,355.30","48,612.90",80.21,0.00930000 
2021/9/3,"49,999.00","49,269.50","51,008.80","48,377.30",88.08,0.01470000 
2021/9/4,"49,918.40","49,999.30","50,534.60","49,461.40",48.14,-0.00160000 
2021/9/5,"51,768.60","49,918.70","51,878.20","49,492.40",57.3,0.03710000 
2021/9/6,"52,672.10","51,769.40","52,726.20","51,002.80",69.46,0.01750000 
2021/9/7,"46,779.60","52,674.20","52,885.30","43,072.40",187.56,-0.11190000 
2021/9/8,"46,061.40","46,774.10","47,316.90","44,493.70",100.48,-0.01540000 
2021/9/9,"46,385.60","46,057.60","47,305.70","45,609.00",73.63,0.00700000 
2021/9/10,"44,842.80","46,385.90","47,021.60","44,283.60",75.62,-0.03330000 
2021/9/11,"45,161.90","44,844.90","45,975.60","44,766.60",41.58,0.00710000 
2021/9/12,"46,062.30","45,162.60","46,386.40","44,755.20",44.52,0.01990000 
2021/9/13,"44,949.50","46,060.80","46,807.70","43,463.20",96.15,-0.02420000 
2021/9/14,"47,077.50","44,950.20","47,247.60","44,718.70",65.33,0.04730000 
2021/9/15,"48,130.60","47,070.80","48,436.50","46,743.90",63.4,0.02240000 
2021/9/16,"47,748.00","48,132.30","48,480.60","47,040.30",60.91,-0.00800000 
2021/9/17,"47,282.80","47,748.20","48,155.90","46,788.80",50.16,-0.00970000 
2021/9/18,"48,306.70","47,283.90","48,761.00","47,070.50",43.64,0.02170000 
2021/9/19,"47,238.70","48,299.90","48,341.90","46,866.60",41.98,-0.02210000 
2021/9/20,"42,870.60","47,240.80","47,323.90","42,547.10",77.96,-0.09250000 
2021/9/21,"40,651.30","43,012.30","43,619.30","39,646.80",142.55,-0.05180000 
2021/9/22,"43,551.60","40,660.80","43,976.70","40,585.70",93.98,0.07130000 
2021/9/23,"44,869.20","43,550.70","44,949.80","43,090.10",74.54,0.03030000 
2021/9/24,"42,819.90","44,867.40","45,112.00","40,908.50",128.88,-0.04570000 
2021/9/25,"42,686.80","42,818.70","42,959.30","41,714.50",46.35,-0.00310000 
2021/9/26,"43,203.40","42,685.80","43,907.30","40,786.60",69.91,0.01210000 
2021/9/27,"42,172.60","43,200.90","44,293.20","42,143.90",54.12,-0.02390000 
2021/9/28,"41,022.30","42,169.90","42,758.80","40,906.40",60.01,-0.02730000 
2021/9/29,"41,536.80","41,023.10","42,571.20","40,815.00",48.21,0.01250000 
2021/9/30,"43,823.30","41,534.50","44,101.20","41,416.70",64.32,0.05500000 
